club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
2220,US,NY,New York,Hudson Valley Pickleball Society,Competitive Training Club,Small,ai_seed_template_v1
2221,US,NY,New York,Adirondack Dink Society,Social Club,Small,ai_seed_template_v1
2222,US,NY,New York,Adirondack Academy,Social Club,Small,ai_seed_template_v1
2223,US,NY,New York,Manhattan Drop Shot League,League Organization,Small,ai_seed_template_v1
2224,US,NY,New York,Manhattan Dink Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
2225,US,NY,New York,Empire State Paddle Society,Tournament Club,Medium,ai_seed_template_v1
2226,US,NY,New York,Empire State Kitchen League,League Organization,Medium,ai_seed_template_v1
2227,US,NY,New York,Downtown Academy,Social Club,Tiny,ai_seed_template_v1
2228,US,NY,New York,Finger Lakes Dink Center,Private Athletic Club,Tiny,ai_seed_template_v1
2229,US,NY,New York,All-Court Academy,Community Recreation Club,Small,ai_seed_template_v1
2230,US,NY,New York,Four Corners Kitchen Association,Social Club,Small,ai_seed_template_v1
2231,US,NY,New York,Heritage Community,Tournament Club,Small,ai_seed_template_v1
2232,US,NY,New York,Brooklyn Rally Racquet & Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2233,US,NY,New York,Westside Paddle Racquet & Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
2234,US,NY,New York,Empire State Rally Society,Indoor Facility Club,Tiny,ai_seed_template_v1
2235,US,NY,New York,Courtyard Dink Community,Tournament Club,Small,ai_seed_template_v1
2236,US,NY,New York,Finger Lakes Baseline Community,Community Recreation Club,Small,ai_seed_template_v1
2237,US,NY,New York,Sunset Paddle Association,Tournament Club,Mega,ai_seed_template_v1
2238,US,NY,New York,Adirondack Baseline Athletic Club,Tournament Club,Medium,ai_seed_template_v1
2239,US,NY,New York,Central Rally League,Public Park Club,Medium,ai_seed_template_v1
2240,US,NY,New York,Southside Rally Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
2241,US,NY,New York,Westside Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
2242,US,NY,New York,Empire State Court Community,Competitive Training Club,Tiny,ai_seed_template_v1
2243,US,NY,New York,Manhattan Court Association,Social Club,Small,ai_seed_template_v1
2244,US,NY,New York,All-Court Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
2245,US,NY,New York,Manhattan Court League,Private Athletic Club,Tiny,ai_seed_template_v1
2246,US,NY,New York,Adirondack Pickleball Collective,Competitive Training Club,Tiny,ai_seed_template_v1
2247,US,NY,New York,True North Drop Shot Society,Community Recreation Club,Tiny,ai_seed_template_v1
2248,US,NY,New York,Downtown Pickleball Community,League Organization,Tiny,ai_seed_template_v1
2249,US,NY,New York,Long Island Dink Community,Public Park Club,Small,ai_seed_template_v1
2250,US,NY,New York,Hudson Valley Court Community,Tournament Club,Tiny,ai_seed_template_v1
2251,US,NY,New York,Manhattan Dink Society,Private Athletic Club,Tiny,ai_seed_template_v1
2252,US,NY,New York,Manhattan Dink Community,League Organization,Tiny,ai_seed_template_v1
2253,US,NY,New York,Baseline Dink Collective,Public Park Club,Small,ai_seed_template_v1
2254,US,NY,New York,Manhattan Paddle League,Competitive Training Club,Small,ai_seed_template_v1
2255,US,NY,New York,Hudson Valley Paddle League,Tournament Club,Tiny,ai_seed_template_v1
2256,US,NY,New York,Metro Paddle Crew,Tournament Club,Small,ai_seed_template_v1
2257,US,NY,New York,Empire State Rally Rec Club,Retirement Community Club,Medium,ai_seed_template_v1
2258,US,NY,New York,Empire State Association,Private Athletic Club,Medium,ai_seed_template_v1
2259,US,NY,New York,Premier Side Out Club,Indoor Facility Club,Small,ai_seed_template_v1
2260,US,NY,New York,Golden Paddle Pickleball Crew,League Organization,Small,ai_seed_template_v1
2261,US,NY,New York,Brooklyn Racquet & Paddle Club,Social Club,Medium,ai_seed_template_v1
2262,US,NY,New York,Adirondack Rally Crew,Public Park Club,Small,ai_seed_template_v1
2263,US,NY,New York,Next Point Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
2264,US,NY,New York,Premier League,League Organization,Tiny,ai_seed_template_v1
2265,US,NY,New York,Empire State Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
2266,US,NY,New York,Community Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
2267,US,NY,New York,Hudson Valley Rally Pickleball Club,Tournament Club,Small,ai_seed_template_v1
2268,US,NY,New York,Long Island Third Shot Paddle Club,Public Park Club,Small,ai_seed_template_v1
2269,US,NY,New York,Pioneer Dink League,Social Club,Tiny,ai_seed_template_v1
2270,US,NY,New York,Victory Third Shot Academy,Retirement Community Club,Small,ai_seed_template_v1
2271,US,NY,New York,Adirondack Serve Crew,Public Park Club,Small,ai_seed_template_v1
2272,US,NY,New York,Manhattan Dink Crew,Retirement Community Club,Tiny,ai_seed_template_v1
2273,US,NY,New York,Prime Time Society,Private Athletic Club,Tiny,ai_seed_template_v1
2274,US,NY,New York,Adirondack Kitchen Association,Private Athletic Club,Small,ai_seed_template_v1
2275,US,NY,New York,Hudson Valley Rally Collective,Tournament Club,Small,ai_seed_template_v1
2276,US,NY,New York,Hudson Valley Association,Indoor Facility Club,Tiny,ai_seed_template_v1
2277,US,NY,New York,Adirondack Paddle Athletic Club,League Organization,Medium,ai_seed_template_v1
2278,US,NY,New York,Pacesetter Paddle Club,Private Athletic Club,Tiny,ai_seed_template_v1
2279,US,NY,New York,Heritage Lob Athletic Club,Private Athletic Club,Small,ai_seed_template_v1
2280,US,NY,New York,Premier Pickleball Club,Tournament Club,Small,ai_seed_template_v1
2281,US,NY,New York,Brooklyn Court Association,Public Park Club,Small,ai_seed_template_v1
2282,US,NY,New York,Community Lob Athletic Club,Community Recreation Club,Medium,ai_seed_template_v1
2283,US,NY,New York,Sunset Rally Center,Community Recreation Club,Medium,ai_seed_template_v1
2284,US,NY,New York,Hudson Valley Court Crew,Tournament Club,Small,ai_seed_template_v1
2285,US,NY,New York,Courtyard Third Shot Rec Club,Community Recreation Club,Small,ai_seed_template_v1
2286,US,NY,New York,Manhattan Paddle Crew,Tournament Club,Small,ai_seed_template_v1
2287,US,NY,New York,Community Court Society,Tournament Club,Small,ai_seed_template_v1
2288,US,NY,New York,Adirondack Kitchen Crew,Community Recreation Club,Tiny,ai_seed_template_v1
2289,US,NY,New York,Classic Dink Club,Tournament Club,Tiny,ai_seed_template_v1
2290,US,NY,New York,Manhattan Rally Association,Tournament Club,Tiny,ai_seed_template_v1
2291,US,NY,New York,Lakeside Association,Community Recreation Club,Large,ai_seed_template_v1
2292,US,NY,New York,Premier Serve Collective,Public Park Club,Small,ai_seed_template_v1
2293,US,NY,New York,Valley Pickleball Rec Club,Private Athletic Club,Small,ai_seed_template_v1
2294,US,NY,New York,Hudson Valley Rally League,Tournament Club,Medium,ai_seed_template_v1
2295,US,NY,New York,Empire State Dink Crew,Competitive Training Club,Tiny,ai_seed_template_v1
2296,US,NY,New York,Central Pickleball Rec Club,Social Club,Small,ai_seed_template_v1
2297,US,NY,New York,True North Drop Shot Academy,Community Recreation Club,Small,ai_seed_template_v1
2298,US,NY,New York,Northside Paddle Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
2299,US,NY,New York,Eastside Pickleball Rec Club,Community Recreation Club,Tiny,ai_seed_template_v1
2300,US,NY,New York,Long Island Association,Retirement Community Club,Small,ai_seed_template_v1
2301,US,NY,New York,Heritage Side Out Society,Indoor Facility Club,Small,ai_seed_template_v1
2302,US,NY,New York,Adirondack Rally Athletic Club,Tournament Club,Small,ai_seed_template_v1
2303,US,NY,New York,Manhattan Paddle Community,Indoor Facility Club,Tiny,ai_seed_template_v1
2304,US,NY,New York,True North Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2305,US,NY,New York,All-Court Third Shot Collective,Indoor Facility Club,Medium,ai_seed_template_v1
2306,US,NY,New York,Brooklyn Dink Community,Private Athletic Club,Small,ai_seed_template_v1
2307,US,NY,New York,Victory Serve Crew,Community Recreation Club,Medium,ai_seed_template_v1
2308,US,NY,New York,Pacesetter Serve Paddle Club,Retirement Community Club,Medium,ai_seed_template_v1
2309,US,NY,New York,Cornerstone Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
2310,US,NY,New York,Home Court Serve Community,League Organization,Small,ai_seed_template_v1
2311,US,NY,New York,Hudson Valley Pickleball Collective,Tournament Club,Medium,ai_seed_template_v1
2312,US,NY,New York,Sunset Rally Society,Competitive Training Club,Small,ai_seed_template_v1
2313,US,NY,New York,Finger Lakes Paddle Pickleball Club,League Organization,Small,ai_seed_template_v1
2314,US,NY,New York,Finger Lakes Pickleball Community,League Organization,Small,ai_seed_template_v1
2315,US,NY,New York,Cornerstone Pickleball Club,Tournament Club,Medium,ai_seed_template_v1
2316,US,NY,New York,Brooklyn Rally League,Competitive Training Club,Small,ai_seed_template_v1
2317,US,NY,New York,Parkside Court Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
2318,US,NY,New York,Heritage Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
2319,US,NY,New York,Home Court Club,Private Athletic Club,Medium,ai_seed_template_v1
2320,US,NY,New York,Highland Court Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
2321,US,NY,New York,Prime Time Athletic Club,Retirement Community Club,Tiny,ai_seed_template_v1
2322,US,NY,New York,Hudson Valley Pickleball Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
2323,US,NY,New York,Adirondack Paddle Pickleball Club,Tournament Club,Medium,ai_seed_template_v1
2324,US,NY,New York,Empire State Paddle Crew,Community Recreation Club,Small,ai_seed_template_v1
2325,US,NY,New York,Victory Smash Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
2326,US,NY,New York,Brooklyn Side Out Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
2327,US,NY,New York,Finger Lakes Court Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
2328,US,NY,New York,Home Court Third Shot Center,Indoor Facility Club,Tiny,ai_seed_template_v1
2329,US,NY,New York,Long Island Paddle League,Public Park Club,Small,ai_seed_template_v1
2330,US,NY,New York,Hudson Valley Center,Public Park Club,Small,ai_seed_template_v1
2331,US,NY,New York,Premier Paddle Club,Social Club,Tiny,ai_seed_template_v1
2332,US,NY,New York,Brooklyn Pickleball Crew,Community Recreation Club,Small,ai_seed_template_v1
2333,US,NY,New York,Adirondack Pickleball Athletic Club,Indoor Facility Club,Small,ai_seed_template_v1
2334,US,NY,New York,Brooklyn Court Rec Club,Indoor Facility Club,Small,ai_seed_template_v1
2335,US,NY,New York,Hudson Valley Pickleball Rec Club,League Organization,Small,ai_seed_template_v1
2336,US,NY,New York,Community Court Paddle Club,Public Park Club,Medium,ai_seed_template_v1
2337,US,NY,New York,Manhattan Rally Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
2338,US,NY,New York,Brooklyn Center,Public Park Club,Small,ai_seed_template_v1
2339,US,NY,New York,Long Island Court Center,Private Athletic Club,Tiny,ai_seed_template_v1
2340,US,NY,New York,Empire State Dink League,Community Recreation Club,Medium,ai_seed_template_v1
2341,US,NY,New York,Match Point Rally Academy,Community Recreation Club,Small,ai_seed_template_v1
2342,US,NY,New York,Heritage Court Athletic Club,Competitive Training Club,Small,ai_seed_template_v1
2343,US,NY,New York,Manhattan Pickleball Association,Retirement Community Club,Large,ai_seed_template_v1
2344,US,NY,New York,Hudson Valley Academy,Competitive Training Club,Tiny,ai_seed_template_v1
2345,US,NY,New York,Baseline Side Out Rec Club,Private Athletic Club,Large,ai_seed_template_v1
2346,US,NY,New York,Long Island Rally Racquet & Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
2347,US,NY,New York,Manhattan Pickleball Athletic Club,Community Recreation Club,Tiny,ai_seed_template_v1
2348,US,NY,New York,Courtyard Athletic Club,Community Recreation Club,Tiny,ai_seed_template_v1
2349,US,NY,New York,Brooklyn Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
2350,US,NY,New York,Civic Crew,League Organization,Medium,ai_seed_template_v1
2351,US,NY,New York,Open Play Kitchen Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
2352,US,NY,New York,Empire State Rally Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
2353,US,NY,New York,Adirondack Pickleball Society,League Organization,Small,ai_seed_template_v1
2354,US,NY,New York,Premier Third Shot Athletic Club,Public Park Club,Small,ai_seed_template_v1
2355,US,NY,New York,Finger Lakes Association,Retirement Community Club,Medium,ai_seed_template_v1
2356,US,NY,New York,Long Island Paddle Club,Tournament Club,Small,ai_seed_template_v1
2357,US,NY,New York,Community Pickleball Athletic Club,Private Athletic Club,Small,ai_seed_template_v1
2358,US,NY,New York,Long Island Court Rec Club,Tournament Club,Small,ai_seed_template_v1
2359,US,NY,New York,Golden Paddle Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
2360,US,NY,New York,Long Island Smash Community,Tournament Club,Medium,ai_seed_template_v1
2361,US,NY,New York,Long Island Paddle Community,Competitive Training Club,Small,ai_seed_template_v1
2362,US,NY,New York,Cornerstone Center,Competitive Training Club,Medium,ai_seed_template_v1
2363,US,NY,New York,Brooklyn Paddle Center,Competitive Training Club,Tiny,ai_seed_template_v1
2364,US,NY,New York,Classic Society,Tournament Club,Small,ai_seed_template_v1
2365,US,NY,New York,Finger Lakes Rally Center,Indoor Facility Club,Small,ai_seed_template_v1
2366,US,NY,New York,Active Life Pickleball Club,League Organization,Small,ai_seed_template_v1
2367,US,NC,North Carolina,Heritage Pickleball Club,Social Club,Small,ai_seed_template_v1
2368,US,NC,North Carolina,Ace Point Pickleball Association,Social Club,Small,ai_seed_template_v1
2369,US,NC,North Carolina,Prime Time Pickleball Club,Competitive Training Club,Medium,ai_seed_template_v1
2370,US,NC,North Carolina,Blue Ridge Pickleball Club,Competitive Training Club,Large,ai_seed_template_v1
2371,US,NC,North Carolina,Next Point Collective,Community Recreation Club,Medium,ai_seed_template_v1
2372,US,NC,North Carolina,Community Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
2373,US,NC,North Carolina,Victory Pickleball Club,Social Club,Tiny,ai_seed_template_v1
2374,US,NC,North Carolina,Blue Ridge Court Community,Tournament Club,Tiny,ai_seed_template_v1
2375,US,NC,North Carolina,Pacesetter Smash Academy,Social Club,Small,ai_seed_template_v1
2376,US,NC,North Carolina,Outer Banks Court Racquet & Paddle Club,Competitive Training Club,Tiny,ai_seed_template_v1
2377,US,NC,North Carolina,Home Court Baseline Paddle Club,Public Park Club,Small,ai_seed_template_v1
2378,US,NC,North Carolina,Charlotte Rally Club,Competitive Training Club,Medium,ai_seed_template_v1
2379,US,NC,North Carolina,Research Triangle Rally Pickleball Club,League Organization,Small,ai_seed_template_v1
2380,US,NC,North Carolina,Research Triangle Paddle Collective,Competitive Training Club,Tiny,ai_seed_template_v1
2381,US,NC,North Carolina,All-Court Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
2382,US,NC,North Carolina,Westside Racquet & Paddle Club,Private Athletic Club,Medium,ai_seed_template_v1
2383,US,NC,North Carolina,Charlotte Rally Racquet & Paddle Club,Tournament Club,Small,ai_seed_template_v1
2384,US,NC,North Carolina,Blue Ridge Drop Shot Crew,Tournament Club,Medium,ai_seed_template_v1
2385,US,NC,North Carolina,Northside Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
2386,US,NC,North Carolina,Research Triangle Dink Rec Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2387,US,NC,North Carolina,Outer Banks Pickleball Crew,Competitive Training Club,Medium,ai_seed_template_v1
2388,US,NC,North Carolina,Charlotte Dink Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
2389,US,NC,North Carolina,Research Triangle Society,Public Park Club,Tiny,ai_seed_template_v1
2390,US,NC,North Carolina,Tar Heel Dink Society,Tournament Club,Medium,ai_seed_template_v1
2391,US,NC,North Carolina,Classic Baseline Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
2392,US,NC,North Carolina,Home Court League,Retirement Community Club,Mega,ai_seed_template_v1
2393,US,NC,North Carolina,Blue Ridge Court Association,League Organization,Medium,ai_seed_template_v1
2394,US,NC,North Carolina,Outer Banks Dink Community,League Organization,Tiny,ai_seed_template_v1
2395,US,NC,North Carolina,Tar Heel Pickleball Athletic Club,Retirement Community Club,Tiny,ai_seed_template_v1
2396,US,NC,North Carolina,Premier Paddle Association,League Organization,Small,ai_seed_template_v1
2397,US,NC,North Carolina,Lakeside Rally Club,Retirement Community Club,Tiny,ai_seed_template_v1
2398,US,NC,North Carolina,Charlotte Dink Rec Club,Social Club,Small,ai_seed_template_v1
2399,US,NC,North Carolina,Summit Paddle Society,League Organization,Medium,ai_seed_template_v1
2400,US,NC,North Carolina,Tar Heel Rally Association,Retirement Community Club,Tiny,ai_seed_template_v1
2401,US,NC,North Carolina,Eastside Court Rec Club,Competitive Training Club,Medium,ai_seed_template_v1
2402,US,NC,North Carolina,Carolina Pines Rally Community,Private Athletic Club,Small,ai_seed_template_v1
2403,US,NC,North Carolina,Outer Banks Rec Club,Social Club,Small,ai_seed_template_v1
2404,US,NC,North Carolina,Westside Kitchen Club,Social Club,Medium,ai_seed_template_v1
2405,US,NC,North Carolina,Blue Ridge Academy,Social Club,Small,ai_seed_template_v1
